   1.6891943e+00   1.3914589e+00   1.2995706e+00   1.7512871e+00   1.3138822e+00   9.4486548e-01   1.2569902e+00   1.2265333e+00   1.1037578e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   1.7382321e+00   1.4128973e+00   1.4684274e+00   1.5546826e+00   1.4202387e+00   1.1163298e+00   1.4869745e+00   1.1834001e+00   1.6527267e+00   1.2229416e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   1.7073326e+00   1.6950488e+00   1.6165509e+00   1.2786785e+00   1.3899081e+00   1.3694982e+00   1.3997660e+00   1.1111804e+00   1.7950220e+00   1.3314178e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   1.9125527e+00   2.0682912e+00   1.5943006e+00   1.1770773e+00   1.3874145e+00   1.5691817e+00   1.2573190e+00   1.2073739e+00   1.7047861e+00   1.4619961e+00   8.4294615e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   1.9208344e+00   2.2544821e+00   1.5564315e+00   1.4066366e+00   1.4509684e+00   1.6772386e+00   1.4690647e+00   1.1677709e+00   1.3013691e+00   1.5490927e+00   9.1556261e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.3471174e+00   1.9476136e+00   1.4194796e+00   1.7066076e+00   1.4623494e+00   1.7072156e+00   1.5822447e+00   1.1528224e+00   9.1468552e-01   1.3756745e+00   1.0001226e+00             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.7640162e+00   2.0115799e+00   1.3390769e+00   1.9400807e+00   1.5541700e+00   1.5714837e+00   1.6362936e+00   1.3257025e+00   5.9205376e-01   1.8023527e+00   1.0566925e+00   5.3509207e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.8418530e+00   2.2052230e+00   1.5473692e+00   1.9384380e+00   1.7551499e+00   1.5009106e+00   1.7160040e+00   1.4618434e+00   1.0834852e+00   2.1619853e+00   1.3504606e+00   5.3970821e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.3486461e+00   2.2051414e+00   1.9701099e+00   1.9468288e+00   2.0190187e+00   1.5617381e+00   1.8384642e+00   1.6205050e+00   1.9152031e+00   2.0100777e+00   1.6186404e+00   5.6582203e-01   3.6936750e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.0264775e+00   2.1608336e+00   2.1862903e+00   2.2996208e+00   2.2536155e+00   1.7148307e+00   1.8568353e+00   1.7452385e+00   2.3990697e+00   1.5936511e+00   1.9777741e+00   7.5995939e-01   4.2008343e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.3470736e+00   2.4461282e+00   2.1826640e+00   2.3267449e+00   2.2431215e+00   1.8364178e+00   1.5662362e+00   1.7572425e+00   2.2976008e+00   1.8576991e+00   2.5208956e+00   1.1583383e+00   5.1248860e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   2.9378605e+00   2.5309003e+00   2.1863311e+00   2.1489419e+00   2.1477985e+00   1.9043432e+00   1.5843502e+00   1.6696550e+00   2.2055890e+00   2.1037533e+00   2.7353325e+00   1.3145587e+00   8.5725312e-01   3.8984283e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   3.3357914e+00   2.6109598e+00   2.1017973e+00   2.0705501e+00   2.1065021e+00   1.8653311e+00   1.7960935e+00   1.7512109e+00   2.3502895e+00   2.2702769e+00   2.6848861e+00   1.3641021e+00   1.1964145e+00   5.7071856e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   3.6029900e+00   3.0165077e+00   2.1507521e+00   2.3081732e+00   2.2487660e+00   1.8292297e+00   2.2124193e+00   1.9112761e+00   2.4453340e+00   2.2577694e+00   2.4349620e+00   1.8169420e+00   1.4424830e+00   7.4008163e-01   4.5087053e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   4.0507107e+00   3.2659775e+00   2.2301069e+00   2.5369058e+00   2.4290768e+00   1.9914468e+00   2.2379556e+00   1.8555760e+00   2.3200986e+00   2.4205202e+00   2.4846129e+00   2.1336651e+00   1.5447438e+00   7.9311694e-01   6.3633884e-01             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
